iter	MultiClass
207	0.0195912679
208	0.01948250135
209	0.01939762036
210	0.0192694664
211	0.01917872826
212	0.01909214656
213	0.01898680727
214	0.01887610157
215	0.01879173915
216	0.01866808931
217	0.01858737071
218	0.01848996679
219	0.01838297447
220	0.01827110449
221	0.01815407872
222	0.0180553635
223	0.0179428041
224	0.01782992681
225	0.01774260203
226	0.01766075691
227	0.0175713102
228	0.01748151779
229	0.01739447912
230	0.017308863
231	0.01723918915
232	0.01714512706
233	0.01708631714
234	0.01701922814
235	0.01694654425
236	0.01686149438
237	0.01676269968
238	0.01669582129
239	0.01660153568
240	0.01650418838
241	0.01643030544
242	0.01636609634
243	0.01627985835
244	0.01620707115
245	0.0161435008
246	0.01606743038
247	0.0159916093
248	0.01591332356
249	0.01585914592
250	0.01580646336
251	0.01572334965
252	0.01567144195
253	0.01561448177
254	0.01554147005
255	0.01546836297
256	0.01538398663
257	0.01533271869
258	0.01525811851
259	0.0151852111
260	0.01511134307
261	0.01503596107
262	0.01497488618
263	0.01491103172
264	0.01485927304
265	0.0147994101
266	0.01474888821
267	0.01470034917
268	0.01463757356
269	0.01457954347
270	0.0145131429
271	0.01445286075
272	0.01439321836
273	0.01434959968
274	0.01430834432
275	0.01424659689
276	0.01418135961
277	0.01413027644
278	0.01405872703
279	0.01399405996
280	0.01393286288
281	0.01387038628
282	0.01382491191
283	0.01378136476
284	0.01373658578
285	0.01367538174
286	0.01361813347
287	0.01355538567
288	0.01349318624
289	0.01343617837
290	0.01339133779
291	0.01334656378
292	0.01328414083
293	0.01324516833
294	0.01319032709
295	0.01314500074
296	0.01309346358
297	0.01304434737
298	0.01299805442
299	0.0129477342
300	0.01289322178
301	0.01284603477
302	0.01280736427
303	0.01275774141
304	0.01270688673
305	0.01265276869
306	0.01260064046
307	0.01254912615
308	0.012493065
309	0.01243665218
310	0.01239953438
311	0.01235441764
312	0.01231283247
313	0.01226619681
314	0.01222797036
315	0.01217459838
316	0.01213118335
317	0.01208968163
318	0.01204468409
319	0.01199931204
320	0.01196268002
321	0.01192189256
322	0.01187748114
323	0.01183546782
324	0.01180376212
325	0.01175594529
326	0.01170598964
327	0.01165761054
328	0.0116144826
329	0.01157869101
330	0.01154654125
331	0.01151970526
332	0.01147455076
333	0.01143629054
334	0.01139980356
335	0.01135621667
336	0.01132147213
337	0.01127637327
338	0.01124090652
339	0.0112067163
340	0.0111578246
341	0.0111190329
342	0.01107607583
343	0.01104092995
344	0.01101054549
345	0.01096771856
346	0.01093022724
347	0.01088906129
348	0.01084762712
349	0.01081989408
350	0.01077847481
351	0.01074564358
352	0.01070953707
353	0.01067027251
354	0.01063882907
355	0.010610045
356	0.01057020028
357	0.01053869923
358	0.01050465206
359	0.01046579977
360	0.01043935517
361	0.01040821572
362	0.01038865447
363	0.01036311189
364	0.01032946308
365	0.01030030251
366	0.01026271085
367	0.01023325622
368	0.01020184656
369	0.01017730832
370	0.01014885505
371	0.01011664867
372	0.01008342902
373	0.0100501736
374	0.01001828015
375	0.009994631012
376	0.009965150555
377	0.009936120113
378	0.009902817011
379	0.009871168931
380	0.00984159112
381	0.009821478526
382	0.009798489014
383	0.009766160448
384	0.009734882911
385	0.009711015224
386	0.009680553277
387	0.009644722939
388	0.009611678123
389	0.009586073955
390	0.009563978513
391	0.009535322587
392	0.009513510267
393	0.009485212962
394	0.009466362
395	0.009437986215
396	0.00940669179
397	0.009374023477
398	0.009345253309
399	0.009322881699
400	0.009294429421
401	0.009274354577
402	0.009256490072
403	0.009231595198
404	0.00920727253
405	0.009182416399
406	0.009156539043
407	0.009136789044
408	0.009110340476
409	0.009089209636
410	0.009068048994
411	0.009039696058
412	0.009013561408
413	0.008991976579
414	0.008965569735
415	0.008937714497
416	0.008914285898
417	0.008892565966
418	0.00886789163
419	0.008842777212
420	0.00881823202
421	0.008793367942
422	0.008768220743
423	0.008740117153
424	0.00871810317
425	0.00869748195
426	0.008670374751
427	0.008652309577
428	0.008629518747
429	0.008605680863
430	0.008579256137
431	0.008555486798
432	0.00853253901
433	0.008508753777
434	0.008484596014
435	0.008465412259
436	0.008450437586
437	0.00842838486
438	0.008407474558
439	0.008385613561
440	0.008360489209
441	0.008339216312
442	0.008318975568
443	0.008297309776
444	0.008277063072
445	0.008254729211
446	0.008237996697
447	0.00821677496
448	0.008194801708
449	0.008175077538
450	0.008156824112
451	0.008133116364
452	0.008110674222
453	0.008088986079
454	0.008065182964
455	0.008045450846
456	0.008024306099
457	0.008001331985
458	0.007978822291
459	0.00795892626
460	0.007946486274
461	0.007926130792
462	0.007905130088
463	0.00788303117
464	0.007862836123
465	0.007841836413
466	0.007827675343
467	0.007808654507
468	0.007795432707
469	0.007773662607
470	0.007758714755
471	0.007737881939
472	0.007715583841
473	0.00770354569
474	0.007686772943
475	0.007671488325
476	0.007652481397
477	0.007635805011
478	0.007614977161
479	0.007598599295
480	0.007578022778
481	0.007561334471
482	0.007544140021
483	0.007523999115
484	0.007503778736
485	0.00748265783
486	0.007466997703
487	0.007448728383
488	0.007428987324
489	0.007409322759
490	0.007393807173
491	0.007375246286
492	0.007355405887
493	0.00734274586
