iter	MultiClass
115	0.7695645044
116	0.768352813
117	0.7677776514
118	0.7667485419
119	0.7657074379
120	0.7644825463
121	0.7628960447
122	0.7618675698
123	0.7597394784
124	0.7586491909
125	0.7579343482
126	0.7562348197
127	0.7546182369
128	0.7541683505
129	0.7530571839
130	0.752739617
131	0.7523552875
132	0.7508519854
133	0.7493580123
134	0.748016413
135	0.7463121248
136	0.7452284374
137	0.7441201266
138	0.7430556049
139	0.741788701
140	0.7405790404
141	0.7396697482
142	0.7380312074
143	0.7363402464
144	0.7344728593
145	0.7332390194
146	0.7317531061
147	0.7312859579
148	0.7304617691
149	0.7298132448
150	0.7287225765
151	0.726941689
152	0.7255891106
153	0.7249119012
154	0.7239546948
155	0.7227536651
156	0.7214339603
157	0.720902588
158	0.7198611032
159	0.7188338976
160	0.717868441
161	0.7167616533
162	0.7163909047
163	0.7151258413
164	0.7138591277
165	0.7122474315
166	0.7112661093
167	0.7094333729
168	0.7079322285
169	0.7069331368
170	0.7052058752
171	0.7037482027
172	0.7028005792
173	0.7012954367
174	0.6997442838
175	0.6980324436
176	0.6968823744
177	0.6956235302
178	0.6942207529
179	0.6932502193
180	0.691385117
181	0.690242219
182	0.6897642821
183	0.6882843343
184	0.6872382802
185	0.6860214483
186	0.6851588647
187	0.6843220468
188	0.6833567806
189	0.6820768035
190	0.6811013198
191	0.6805491952
192	0.6796585611
193	0.6782491202
194	0.6774643416
195	0.6763187782
196	0.6744326063
197	0.6731201362
198	0.6715849125
199	0.6704477261
200	0.6690596086
201	0.668757844
202	0.6665735247
203	0.6651268313
204	0.6638429829
205	0.6629159847
206	0.6614395272
207	0.6601931852
208	0.6596935442
209	0.6584449175
210	0.6581765342
211	0.6578046433
212	0.6565773401
213	0.6562585675
214	0.6558947364
215	0.6544868186
216	0.653719048
217	0.6521175058
218	0.6515543387
219	0.6505453468
220	0.649923096
221	0.649104365
222	0.6474396141
223	0.646601527
224	0.6453327192
225	0.6436621931
226	0.6427993556
227	0.6422024264
228	0.6415311825
229	0.640292456
230	0.6393898909
231	0.6379696613
232	0.6371539765
233	0.6364596957
234	0.6357121062
235	0.6346737312
236	0.6335013231
237	0.6320368601
238	0.6312874937
239	0.6300987123
240	0.6296692608
241	0.6282218693
242	0.627833732
243	0.6275253038
244	0.6265472182
245	0.624968586
246	0.6240952137
247	0.6230414172
248	0.6225015409
249	0.6215617867
250	0.6204918707
251	0.6199286401
252	0.6196900842
253	0.6193183203
254	0.6184359997
255	0.6171763306
256	0.6152987895
257	0.6146392862
258	0.6134143311
259	0.61289343
260	0.6115810869
261	0.6105677161
262	0.6099631714
263	0.6095243275
264	0.6076102955
265	0.60680413
266	0.6058811934
267	0.6046116241
268	0.6039357474
269	0.6028121421
270	0.602051289
271	0.601817112
272	0.6006040878
273	0.6002700207
274	0.5994128948
275	0.5986822499
276	0.5970715691
277	0.5963531724
278	0.5958249097
279	0.5950432409
280	0.594023968
281	0.5933261333
282	0.5925815901
283	0.5916219086
284	0.5908861867
285	0.5891832947
286	0.5884583614
287	0.5873822261
288	0.5861299186
289	0.5853093472
290	0.5841466489
291	0.5827705258
292	0.5820950299
293	0.581027589
294	0.5798898315
295	0.5787006693
296	0.5778971693
297	0.5769181317
298	0.5759750775
299	0.575276735
300	0.5737261533
301	0.5733632741
302	0.5721734138
303	0.5712605678
304	0.5702583029
305	0.5690009819
306	0.5684971523
307	0.5677503879
308	0.5665528486
309	0.5653479477
310	0.5650049323
311	0.5644253284
312	0.5637507844
313	0.5633445603
314	0.5627073958
315	0.5613172475
316	0.5603328156
317	0.5593007234
318	0.5589694486
319	0.5580259501
320	0.5566012782
321	0.5560164703
322	0.5547166293
323	0.5532306525
324	0.5525790186
325	0.5519842471
326	0.5503462139
327	0.5495128865
328	0.5483677673
329	0.5472835088
330	0.5462095946
331	0.5453864847
332	0.5449140691
333	0.5436345361
334	0.5426661603
335	0.5415854557
336	0.5405701175
337	0.5393477644
338	0.5383682826
339	0.5376684805
340	0.5363784128
341	0.5351783984
342	0.5343540827
343	0.5334954972
344	0.5324990074
345	0.531197453
346	0.5303882413
347	0.5293176907
348	0.5283286578
349	0.5278630962
350	0.5269120457
351	0.5258009424
352	0.5245335943
353	0.5238292229
354	0.5230883288
355	0.5224963814
356	0.5216519797
357	0.5206675796
358	0.5197384871
359	0.5186695231
360	0.5179413849
361	0.517500066
362	0.5168040717
363	0.5155353908
364	0.5151120635
365	0.5143289985
366	0.5136139019
367	0.513217102
368	0.5120095674
369	0.5110791739
370	0.5106142152
371	0.5097891062
372	0.5089475286
373	0.5079961608
374	0.5065906545
375	0.5056345905
376	0.5046388623
377	0.5035089107
378	0.5024623489
379	0.5013230366
380	0.5004936438
381	0.5001473602
382	0.4994924896
383	0.4985021874
384	0.4975411733
385	0.4967306289
386	0.4965212341
387	0.4954927592
388	0.4948672718
389	0.4942291553
390	0.4934548799
391	0.4930960306
392	0.4923133781
393	0.4915158753
394	0.4909489004
395	0.4901793529
396	0.4896425545
397	0.4887475097
398	0.4872170456
399	0.4865611279
400	0.4859975483
401	0.4849327728
402	0.4843430783
403	0.4842237686
404	0.483689001
405	0.4830075396
406	0.4825960798
407	0.4823920158
408	0.4817519638
409	0.4805901222
410	0.4796849234
411	0.4789327647
412	0.478154618
413	0.4774106142
414	0.4767061159
415	0.4759083592
416	0.4749204687
417	0.4745813563
418	0.4740582658
419	0.4730869389
420	0.4722048405
421	0.4716737855
422	0.4710663215
423	0.4699522672
424	0.4693565438
425	0.4687175706
426	0.4680631443
427	0.4674929963
428	0.4670874385
429	0.4662511601
430	0.465553008
431	0.4644699236
432	0.4637806245
433	0.4627593843
434	0.4623840665
435	0.4612346636
436	0.4608884434
437	0.4604049219
438	0.4600819924
439	0.4597790854
440	0.4590521848
441	0.4583544452
442	0.4576520412
443	0.45698708
444	0.4565748904
445	0.4558215259
446	0.4550385243
447	0.4540904248
448	0.4537064443
449	0.4526915504
450	0.4520898615
451	0.4512773816
452	0.4504810846
453	0.4495727127
454	0.4492253501
455	0.448073853
456	0.4473070343
457	0.4466459762
458	0.4455844372
459	0.4444560722
460	0.4438666633
461	0.4431979261
462	0.4423582207
463	0.4413848948
464	0.4405377643
465	0.4396035314
466	0.4391886446
467	0.4387808339
468	0.4382033243
469	0.4378615782
470	0.4371012645
471	0.4366067639
472	0.4356009769
473	0.4348535778
474	0.4341989928
475	0.4333428823
476	0.4329433218
477	0.4325848533
478	0.4319446426
479	0.4311732547
480	0.4309835332
481	0.4304864307
482	0.4300198854
483	0.4293988404
484	0.4286252947
485	0.4281517368
486	0.4276080844
487	0.4271004471
488	0.4262731169
489	0.4258448395
490	0.4244388891
491	0.4240658559
492	0.4238242221
493	0.4232004481
494	0.4224848121
495	0.4215685391
496	0.4213109127
497	0.4208392269
498	0.4201183869
499	0.4196203007
500	0.4191949109
501	0.418706122
502	0.4180405262
503	0.4171021365
504	0.4162312392
505	0.4154307219
506	0.4145560169
507	0.4139291651
508	0.4131559367
509	0.4125206761
510	0.4111724132
511	0.410555874
512	0.4102539189
513	0.4093186389
514	0.408961154
515	0.4081200842
516	0.407556568
517	0.4068173557
518	0.4063162232
519	0.4058716042
520	0.4053597149
521	0.404652329
522	0.4032032557
523	0.40243539
524	0.4016746003
525	0.4010650103
526	0.4006058267
527	0.3997793215
528	0.3994927244
529	0.3987159739
530	0.3982302629
531	0.3981010213
532	0.3974574788
533	0.3967695125
534	0.3960495927
535	0.3957185401
536	0.395515079
537	0.3949551167
538	0.3946217159
539	0.3941768431
540	0.3935039492
541	0.3928293734
542	0.3922723939
543	0.3916030856
544	0.3912357323
545	0.3909713154
546	0.3903844133
547	0.3898919118
548	0.3892306315
549	0.388710968
550	0.388233285
551	0.3876098284
552	0.3871782192
553	0.3867343301
554	0.3863624075
555	0.3859768722
556	0.3853654418
557	0.3851510334
558	0.3846942296
559	0.3840437062
560	0.3836350705
561	0.3832344946
562	0.3825789576
563	0.3821688306
564	0.3813154172
565	0.3810355789
566	0.3804587356
567	0.3800834812
568	0.3796502221
569	0.3786948878
570	0.377714105
571	0.3770645653
572	0.3767718441
573	0.3760692179
574	0.3756607409
575	0.3750231004
576	0.3746969344
577	0.3742828409
578	0.3735659673
579	0.3730985653
580	0.3726417615
581	0.3716802396
582	0.3712799175
583	0.3709700931
584	0.3704905062
585	0.3701395263
586	0.3693902234
587	0.3688009732
588	0.3685363024
589	0.3682710287
590	0.3681532739
591	0.3676416384
592	0.3669369814
593	0.3666653615
594	0.3659541678
595	0.3653924286
596	0.3646510268
597	0.364348215
598	0.3637689918
599	0.3630061714
600	0.3626020732
601	0.3622464606
602	0.3615730272
603	0.3612200482
604	0.3610709111
605	0.3606938163
606	0.3600584605
607	0.3598055937
608	0.3595550751
609	0.3590129459
610	0.3581668307
611	0.3573961092
612	0.3571064976
613	0.3567959434
614	0.3562755183
615	0.3558755135
616	0.3554062711
617	0.3548736295
618	0.3543692287
619	0.3540257374
620	0.3533475126
621	0.353007004
622	0.3524103603
623	0.3519255695
624	0.3513727468
625	0.3512399196
626	0.350801869
627	0.3502822372
628	0.3497285895
629	0.3489591055
630	0.3482144353
631	0.3477522372
632	0.3473834243
633	0.3470183874
634	0.3465365159
635	0.3462554083
636	0.3455834345
637	0.3453734051
638	0.3451147632
639	0.3442219714
640	0.3435968013
641	0.3432769815
642	0.3427676941
643	0.3423720048
644	0.3417526733
645	0.3411012614
646	0.3403259706
647	0.3398062753
648	0.3391927824
649	0.3386226978
650	0.3382485858
651	0.3378996367
652	0.3376172281
653	0.3369947552
654	0.3364461845
655	0.3356193937
656	0.3353753483
657	0.335035982
658	0.3347477032
659	0.3342617066
660	0.3336674745
661	0.3333363584
662	0.3330868869
663	0.3327770308
664	0.3325079176
665	0.3315720346
666	0.3310776927
667	0.3305818594
668	0.3298081868
669	0.3293775931
670	0.3289641025
671	0.3285591794
672	0.3280461477
673	0.3275465701
674	0.32745566
675	0.3272062519
676	0.3268310928
677	0.325524017
678	0.3250356089
679	0.324618374
680	0.3238752269
681	0.3235284673
